"70","3","5","8","2000","5","5","due",,"1022504",,,,,"no",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"yes",NULL,NULL,NULL,NULL,"No",NULL,NULL,"Feb,2023",NULL,"2022-10-04 01:07:14",NULL
"71","10","5","8","2000","1","5","due",,"1022505",,,,,"no",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"yes",NULL,NULL,NULL,NULL,"No",NULL,NULL,"Oct,2022",NULL,"2022-10-04 01:07:21",NULL
"72","10","5","8","2000","2","5","due",,"1022505",,,,,"no",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"yes",NULL,NULL,NULL,NULL,"No",NULL,NULL,"Nov,2022",NULL,"2022-10-04 01:07:21",NULL
"73","10","5","8","2000","3","5","due",,"1022505",,,,,"no",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"yes",NULL,NULL,NULL,NULL,"No",NULL,NULL,"Dec,2022",NULL,"2022-10-04 01:07:21",NULL
"74","10","5","8","2000","4","5","due",,"1022505",,,,,"no",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"yes",NULL,NULL,NULL,NULL,"No",NULL,NULL,"Jan,2023",NULL,"2022-10-04 01:07:21",NULL
"75","10","5","8","2000","5","5","due",,"1022505",,,,,"no",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"yes",NULL,NULL,NULL,NULL,"No",NULL,NULL,"Feb,2023",NULL,"2022-10-04 01:07:21",NULL
"76","2","6","9","10000","1","10","due",,"102201L601",,,,,"no",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"yes",NULL,NULL,NULL,NULL,"No",NULL,NULL,"Oct,2022",NULL,"2022-10-14 11:33:29",NULL
"77","2","6","9","10000","2","10","due",,"102201L601",,,,,"no",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"yes",NULL,NULL,NULL,NULL,"No",NULL,NULL,"Nov,2022",NULL,"2022-10-14 11:33:29",NULL
"78","2","6","9","10000","3","10","due",,"102201L601",,,,,"no",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"yes",NULL,NULL,NULL,NULL,"No",NULL,NULL,"Dec,2022",NULL,"2022-10-14 11:33:29",NULL
"79","2","6","9","10000","4","10","due",,"102201L601",,,,,"no",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,"yes",NULL,NULL,NULL,NULL,"No",NULL,NULL,"Jan,2023",NULL,"2022-10-14 11:33:29",NULL
